,vendor_id,b_entity_id
2086259,285361045,07RF64-E
2086461,61119613,09397T-E
2086673,286284289,0F37S5-E
2086674,285003697,080M4S-E
2086687,273522913,07ZL1T-E
2086947,138698154,0FXGZM-E
2087153,138224972,05TD9F-E
2087203,138047098,0F63GF-E
2087212,139250541,0GT453-E
2087506,285512574,05NJM2-E
2087776,286282277,0F4PWZ-E
2087801,286283698,07YTZZ-E
2087835,137906334,0F6VLB-E
2087839,286337868,0F63J0-E
2087841,319974613,07R74P-E
2087891,286439202,000P03-E
2088068,61131186,0F2YF1-E
2088070,292938734,0F5B70-E
2088145,137843437,05TD61-E
2088337,286283450,0F67MP-E
2088620,62333634,0F67Q1-E
2088670,286838823,05PG8P-E
2088857,285520552,07XCNZ-E
2088976,318353581,0C9ZWN-E
2089191,138594108,083VGN-E
2089241,61031160,0F67M4-E
2089391,285358781,0F7M3N-E
2089412,286739869,07VNHL-E
2089653,286222515,07RHN9-E
2089658,286234687,0F5LTY-E
2089874,307695182,0F2ZQ7-E
2089924,137987473,087NH3-E
2090043,62328351,0F3JRP-E
2090235,284918452,07V2RK-E
2090237,285513078,0F4PW2-E
2090241,61065550,0BC5S0-E
2090359,286807246,05L3DR-E
2090603,284958860,0F2YGQ-E
2090607,285364454,0DH2D4-E
2090769,286931039,0F63HS-E
2090771,286337813,0F41DW-E
2090956,284922563,002TGY-E
2090978,286240277,07XDMP-E
2091240,137931685,06NH4V-E
2091372,286348437,0C3HFL-E
2091384,286367664,05LD0C-E
2091567,285902521,07XQCQ-E
2091582,285977337,07SSGB-E
2091632,285357449,0F37T1-E
2091633,286877553,0875RT-E
2091865,286334314,060YX7-E
2091915,138584023,07XNMB-E
2092155,286102516,0F4PVN-E
2092156,324097908,06VQH6-E
2092274,286843777,07VBQX-E
2092275,286729709,0G0FM2-E
2092478,62351392,05TD18-E
2092479,61436140,0F2YGZ-E
2092549,138577838,006Y41-E
2092789,286332596,0F37TB-E
2092799,285512182,0F64DW-E
2092803,285514885,07QD3N-E
2093057,285002328,09397T-E
2093269,138242326,0F63HS-E
2093271,285936836,09XYM7-E
2093457,137895906,05ZXCK-E
2093683,137739927,05P2TD-E
2093687,138592531,05H03C-E
2093892,284972177,005SY6-E
2093893,285516294,05GGNP-E
2093943,286247785,07XF71-E
2094176,138089267,09397T-E
2094395,137889067,09K0C8-E
2094646,285901518,09Y0LN-E
2094656,286738735,05GGNP-E
2094903,137925390,0F6VN7-E
2095053,138089061,0F7XDG-E
2095090,285520719,07VCT4-E
2095334,201433269,003FGD-E
2095585,285526867,07VL12-E
2095635,285517081,0F50N8-E
2095868,59713000,06G9H8-E
2095869,284958085,0C35ZM-E
2095870,285525975,0BKJM8-E
2096124,61127507,0F4FL4-E
2096199,286372619,05HM3R-E
2096413,145694383,07R6WW-E
2096452,326283646,05X1NS-E
2096656,138735280,07TZ5X-E
2096845,61042800,06GYTH-E
2097093,285527612,0F50HZ-E
2097313,156279079,006QRJ-E
2097527,285513162,0FMLFS-E
2097664,284987086,05LH3D-E
2097918,285512492,05TD9F-E
2098131,286828563,061S5N-E
2098292,285893013,07X18V-E
2098342,284911723,0F4J6Y-E
2098460,271289319,0BNJRD-E
2098678,285516874,05TD9F-E
2098728,285526806,0F2ZQL-E
2098740,285003271,0F64F1-E
2098744,286734191,05TD9F-E
2098953,285364425,0H9JR9-E
2099154,144029770,0B29DL-E
2099381,285002789,07LVPP-E
2099431,285513085,0F4PW2-E
2099435,138662416,07VRKG-E
2099713,61014487,05LD0C-E
2099714,285887479,07XCY7-E
2099715,61079374,0F5BFN-E
2099859,61113707,07PW6W-E
2099874,137930358,07PC80-E
2099924,286397388,07R7FH-E
2100139,284933949,006GV3-E
2100419,286780989,086FN9-E
2100572,137743626,002TH2-E
2100802,62335470,0F7M3W-E
2100902,284914765,09LLH6-E
2101104,285935779,0F50LC-E
2101288,286092493,08SCFM-E
2101437,286437246,0D9WY0-E
2101681,286112431,07PC80-E
2101731,138690896,0F8Y6C-E
2101733,285365913,09WNQ8-E
2101851,137781081,0F63G5-E
2101854,286890221,0679D1-E
2102085,285525173,001PBS-E
2102314,286976865,0F8X4B-E
2102316,286435788,0F2CPY-E
2102317,61197821,07R77P-E
2102329,286830553,05GGNP-E
2102379,286877344,0F2CQQ-E
2102427,325114747,07W9C0-E
2102477,285527767,07VNHL-E
2102712,284972286,0CBDY3-E
2102717,177352014,07XKBM-E
2102720,286806479,0F4Q51-E
2102727,156321582,0B5DVW-E
2102903,285514828,0887KZ-E
2103094,61044340,07VNHL-E
2103144,284996219,09PGG5-E
2103279,48776641,05L3DR-E
2103523,286733974,0F63H3-E
2103525,61371611,0B084B-E
2103538,285015317,083V30-E
2103539,61044788,078QL6-E
2103555,285515034,064QTS-E
2103558,286764329,06L5WH-E
2103608,286337842,0F64CR-E
2103611,286888158,05PLCT-E
2103850,286286426,099X0V-E
2104108,285512043,0HM2L8-E
2104343,284986085,0CD36Z-E
2104345,286255082,0BHRGJ-E
2104432,285517024,0F50N8-E
2104653,284972328,083GRD-E
2104660,285525355,0F4PW2-E
2104881,285364532,07TKNN-E
2105098,285357471,0DBWX2-E
2105271,286742408,0F50LC-E
2105450,285923170,07Y0XF-E
2105500,138727914,0F4Q51-E
2105507,138019023,0F7XDV-E
2105575,138044882,00246N-E
2105788,137874714,093MWW-E
2105968,156274628,0HPRWL-E
2106193,285514854,0F4PXH-E
2106194,285364456,07ZDPX-E
2106195,61188779,00C013-E
2106372,286728417,05L3DR-E
2106616,286360546,0F5BDR-E
2106737,47061278,05PFCH-E
2106787,285512026,05TD9F-E
2107018,286000029,08657S-E
2107058,286765786,07QBMN-E
2107083,285363672,0F6TXH-E
2107239,286211904,07PBJT-E
2107413,285515017,0F8Y6G-E
2107617,156251677,05F68Z-E
2107840,137737243,0B7BBS-E
2108076,285921858,0BNG3C-E
2108217,138574845,0F5W3Z-E
2108430,286240422,07XQZK-E
2108668,279342003,085K16-E
2108912,285512030,0F4PXH-E
2108913,285512112,0F63J0-E
2108915,138080523,05TD9F-E
2109178,286337856,05GGNP-E
2109393,285512138,0F63FM-E
2109403,285517037,07XNKT-E
2109621,138730123,07VNHL-E
2109856,138216231,0F501J-E
2110062,61148973,06Z9X8-E
2110195,138584266,083KQ7-E
2110196,285976423,07V9F9-E
2110380,285003221,0F63G5-E
2110383,137860292,007DH1-E
2110563,285022414,0F67LS-E
2110694,137885269,006FK4-E
2110927,285309913,080PY7-E
2110928,285362750,08VBQW-E
2111163,285935737,083QDB-E
2111165,286830392,080QL2-E
2111166,286338294,0F50N2-E
2111181,284915623,003C39-E
2111420,62348081,05L3DR-E
2111664,61179335,06CPYB-E
2111886,285527022,0F3KH8-E
2111917,138726466,0F4FP6-E
2111928,61191463,080705-E
2112061,284998542,07S61M-E
2112111,286284215,0F63BV-E
2112112,327886226,05G21Z-E
2112118,285526096,0HLPKT-E
2112293,285009204,0836NV-E
2112391,286000009,085XQG-E
2112415,177353028,09ZZZM-E
2112427,58762366,0D2XNH-E
2112428,61149607,0F4FL4-E
2112655,61229114,07VNHL-E
2112890,286386759,07PVN8-E
2112940,286338086,0F4FMN-E
2113180,285521050,0F2ZVG-E
2113196,137738697,07SYZ0-E
2113246,286744221,0F50N1-E
2113502,286862006,0DWBH9-E
2113743,285516352,0F4PW2-E
2113747,138238285,098J2G-E
2113867,286332618,0F37SY-E
2113868,284951891,00DXCC-E
2113918,286338212,0D6QJS-E
2113921,286728661,0F2CQL-E
2114087,286830431,05GXKN-E
2114137,61387011,05LJ3R-E
2114331,286338024,0F2YFF-E
2114491,285516732,0F63J0-E
2114493,285016647,07VVSW-E
2114505,286377462,0F2ZQD-E
2114577,286830678,0F2CQ8-E
2114689,285517058,07S61M-E
2114963,285935735,0DB6XG-E
2115013,286743162,0F50M9-E
2115025,62327215,0B084B-E
2115038,290208785,0FZ1PB-E
2115264,285513154,0F64DL-E
2115268,286222520,0F7M80-E
2115488,286120012,07QR2B-E
2115681,292930175,07ZH7V-E
2115889,286806277,07ZNTT-E
2116110,137891162,0F5VSJ-E
2116247,61161763,0CHSG9-E
2116321,49265348,07FW0P-E
2116439,286247787,07RMLF-E
2116625,138582134,09F9T7-E
2116839,62339101,07XDPT-E
2117101,138696407,0F6TSP-E
2117315,285516372,0GY1D7-E
2117467,62338818,006FK4-E
2117702,285935691,0F63BV-E
2117915,285527557,0DB6XG-E
2117924,285003217,07V3QH-E
2118188,154842740,0DCY05-E
2118315,286288399,0F63HX-E
2118477,286284024,0F7XDG-E
2118690,46775361,0F2CQX-E
2118693,286212806,0F6VK3-E
2118930,324092485,07XJDB-E
2119003,137869347,0F4JGR-E
2119223,156249601,0F8X42-E
2119463,306344229,0GRDDS-E
2119464,138233346,076TJS-E
2119583,61117353,0F3KGY-E
2119588,173706562,0GSBDZ-E
2119705,325346000,0DHG4H-E
2119941,286337795,0F4PX2-E
2119943,304149487,05WQ73-E
2120172,138078947,07LVPP-E
2120222,280488093,07W1NX-E
2120237,286284612,0F5LXD-E
2120367,202413843,08TLVS-E
2120619,285009309,07VTH1-E
2120620,156341340,0DHZ6J-E
2120843,327786366,05TD9F-E
2120893,299158755,088XYV-E
2120943,274484970,0B80GQ-E
2121243,285526993,0D9WY0-E
2121450,285514725,07QCJ2-E
2121451,286892306,07XGJP-E
2121592,295060766,09Z6N6-E
2121774,285527046,07VNHL-E
2121824,286338542,0D9WY0-E
2122052,313904443,0F3JPM-E
2122237,313904446,06K6MY-E
2122239,58318254,07VS8M-E
2122446,137862361,009R12-E
2122638,138056288,07XLP6-E
2122789,137769766,07PC80-E
2122839,138239360,0F37SX-E
2122840,285513057,0F63H3-E
2122842,285362746,07RMLF-E
2123115,285526005,0F63GY-E
2123116,285358865,0CNXRW-E
2123135,156269728,05XD81-E
2123357,284914563,06J0VM-E
2123541,286795917,002DFQ-E
2123813,285526593,05MPN5-E
2123865,286128303,0F49WX-E
2124078,138684785,0DHJDD-E
2124293,138080018,0F4PW2-E
2124297,286337576,0F63GF-E
2124306,151968913,0F7M0K-E
2124529,284932433,06807B-E
2124712,286728671,075K0B-E
2124965,286739948,0F50N2-E
2125197,156275370,09D51R-E
2125441,286348304,0F63KB-E
2125442,138578327,0F63H1-E
2125492,286102497,0F4FSP-E
2125724,286903977,0F4PW2-E
2125728,140172496,0F4PY5-E
2125859,285521096,00CJZ1-E
2125899,285517075,00F1DR-E
2126085,138668665,0F2CPT-E
2126250,285363739,0F37S5-E
2126345,285512036,0F7M04-E
2126350,285014432,00CHD1-E
2126400,286334643,000P03-E
2126576,138074749,09397T-E
2126828,285002351,0882DV-E
2127041,196736213,000P49-E
2127091,285003563,0F4FP6-E
2127208,286338335,07ZQ7L-E
2127438,286337922,05TD9F-E
2127488,301098010,002RNL-E
2127723,284928469,072GQG-E
2127913,62336045,006FK4-E
2128156,286358451,0BMW4V-E
2128314,59821618,0F5LSZ-E
2128447,285516940,07PBPS-E
2128671,285527001,0CF9XN-E
2128915,60588435,0689HS-E
2128916,62339184,0082F9-E
2128966,137917405,0F8N42-E
2129187,286861864,0BHRGJ-E
2129363,138049004,0F4Z45-E
2129468,138224026,08H4NC-E
2129704,61163740,0F7M3N-E
2129725,285516714,0F5BCF-E
2129843,327886818,088XYV-E
2129893,61230224,05GGNP-E
2129943,138581592,0F4Q81-E
2130079,138075425,0F63BM-E
2130081,137937350,0F2Y73-E
2130328,285527766,0F50KZ-E
2130340,284952479,0F50KZ-E
2130390,285365930,09Y0LN-E
2130394,285935694,0F2ZQP-E
2130541,285002340,000P03-E
2130717,286338437,0869X5-E
2130719,318537974,06NSZJ-E
2130927,138222842,0BQ877-E
2131140,286439045,0F2YFR-E
2131142,137754489,05LJJ1-E
2131398,286733969,0F63BH-E
2131399,286338122,09XYM7-E
2131601,61202383,0F5VVP-E
2131795,61229312,05TD9F-E
2131845,285520973,0B6871-E
2132098,62338557,07V4ZR-E
2132356,285365895,07RJ5J-E
2132358,284952808,06GQK6-E
2132579,286864695,0F63KB-E
2132580,285515011,0F5X3X-E
2132726,61052397,067GTT-E
2132947,138710074,0F3KHW-E
2132960,290494330,008ZJM-E
2133181,138087229,0F3KN1-E
2133188,284992899,0F4FMN-E
2133336,323567306,07ZKXT-E
2133338,286830539,05GGNP-E
2133388,137742645,0F63GF-E
2133397,286734013,0F63KB-E
2133398,286843897,07XG4X-E
2133547,285516310,0FL7M2-E
2133579,285976550,07V08R-E
2133777,286338105,05PLCT-E
2133791,61227567,072GQG-E
2133999,285526696,0F2ZVG-E
2134015,145693891,0C3LHX-E
2134038,61435943,0G5S2Q-E
2134051,286931029,07J3DV-E
2134052,151576860,0883LQ-E
2134170,138561776,0F6TZS-E
2134392,285520985,08640J-E
2134395,327206088,07W536-E
2134637,285526656,07S081-E
2134807,285526095,0F4PW2-E
2134811,286830619,0F4PX2-E
2134813,285003525,0F41F7-E
2134815,138967320,0F2YBQ-E
2134980,177376117,0F2ZS3-E
2135006,286112312,05L3DR-E
2135227,285520835,09BD12-E
2135399,286338336,0F5W10-E
2135517,61206464,0D9WGK-E
2135545,286332620,072K0D-E
2135764,285514735,00CJZ1-E
2135772,138650510,06VMLK-E
2135993,286738682,05TD9F-E
2136043,285936481,0F4HYH-E
2136174,138651404,000P03-E
2136350,286733972,0F63BV-E
2136512,137827298,05WJM7-E
2136661,285361062,0DHRB0-E
2136888,284954505,080638-E
2136889,286348334,0F8YK0-E
2136896,285004935,002TH2-E
2137085,286738688,0F63FM-E
2137095,286337918,05TD9F-E
2137306,286255274,05VYG1-E
2137319,286889129,0869X5-E
2137575,138220645,0F5B9S-E
2137669,285003861,0F50JQ-E
2137903,137881404,0F37MK-E
2137943,284992947,0BG7BN-E
2138128,285512122,0F64DW-E
2138132,286862065,0DGLG7-E
2138273,61153753,07P9G9-E
2138476,137885594,006FK4-E
2138709,284988381,067R3B-E
2138946,138687824,0F4FSB-E
2139110,138227720,0F7M3N-E
2139131,285516283,087YJ9-E
2139179,285007197,094FLR-E
2139249,285934155,0F37KC-E
2139507,285363723,0724MP-E
2139508,138569767,0F2Y73-E
2139555,299355228,06F6J3-E
2139556,299355228,06F6J3-E
2139674,285516910,0F8X48-E
2139675,273434119,07XK6Z-E
2139797,285362782,0F696T-E
2139949,286735066,05TD9F-E
2140158,286396754,07VN0N-E
2140208,286837878,0F37MK-E
2140248,285002524,0DHXC4-E
2140270,286779109,0F67MP-E
2140308,286337684,0F3JM9-E
2140545,286248170,0F63JM-E
2140547,294013605,07RLMH-E
2140777,286338228,0F4PTY-E
2140778,286883563,0F64CR-E
2140781,286876855,0F67MP-E
2140965,138720428,0BBJ4W-E
2141146,140569223,080MCK-E
2141147,285023280,07W0X4-E
2141197,285527910,0D0VXT-E
2141342,321264712,07P41D-E
2141492,285002397,00CKJQ-E
2141711,144029145,07RLMX-E
2141937,144098627,07QSPR-E
2141939,137888085,0F6TV6-E
2142105,319454932,09M7X8-E
2142114,285002550,0F7WT8-E
2142121,286337956,05TD9F-E
2142171,286735018,0F63J0-E
2142173,285526601,07ZKZ4-E
2142174,285011694,0F37RF-E
2142224,138074842,07VLRF-E
2142225,46775328,05TD9F-E
2142275,286991119,0CSF91-E
2142277,286337808,0C3F7P-E
2142492,286286953,080M4S-E
2142505,286097478,084SRB-E
2142555,288128808,0HFZ18-E
2142840,285976430,0F2ZW1-E
2143065,286348325,07WB2B-E
2143354,138231279,0DB8H1-E
2143537,61041811,0F3KH1-E
2143762,286360494,080PL7-E
2143812,138241657,0F2Y3P-E
2143954,138729692,0F4Z3L-E
2144072,286120647,0F3JMB-E
2144079,285526795,0F50KZ-E
2144091,298658963,0CD44T-E
2144362,138684321,07XF87-E
2144596,286738700,06Z9X8-E
2144781,286970370,003C39-E
2144831,284986328,0882F3-E
2144832,138086158,0F2CQQ-E
2144880,285512154,0F4FM9-E
2144884,274479853,07RFD7-E
2145150,90221762,05NKDN-E
2145335,138063003,07W0X4-E
2145386,285515059,07RP10-E
2145641,285516351,05TD9F-E
2145691,286759155,0F2ZQQ-E
2145692,138075912,000P03-E
2145876,137998976,06K30S-E
2146065,137881324,0F2Y73-E
2146317,285526909,0F4FMN-E
2146544,138577499,0F6VLY-E
2146779,286806300,0BQWQH-E
2146961,295443457,087C3V-E
2147191,286338071,06Z9X8-E
2147204,286736578,0CXJ8Y-E
2147359,285362772,0DBG0Y-E
2147479,286890186,0BHRGJ-E
2147651,286890191,0DHDRY-E
2147890,286338008,05TD9F-E
2148140,137887979,0D6G59-E
2148360,61082818,07XF87-E
2148545,61402882,07QR2B-E
2148768,285362765,083SRM-E
2148818,138086121,00CDV7-E
2149040,292921706,0F37SS-E
2149041,285525483,0F63K4-E
2149042,285014923,05TD9F-E
2149253,317695676,080GYQ-E
2149303,286888037,07VLH0-E
2149492,285525823,0F50N8-E
2149495,286112851,07FYK3-E
2149498,286092776,097QZT-E
2149572,156367660,07V29J-E
2149825,285516960,06Z9X8-E
2150029,307414515,07XHP7-E
2150030,138082051,0CTFN5-E
2150080,61161721,0FH9MQ-E
2150199,138058903,05VD2W-E
2150458,61438293,00GF73-E
2150670,61413216,07RLFT-E
2150890,286946253,07XQ0M-E
2150892,51113255,080MG3-E
2150898,138703777,0861PF-E
2150915,61435771,08G2WH-E
2151035,286807423,00F3QN-E
2151255,138684827,0F7M3N-E
2151276,286843902,0F8N3V-E
2151446,61039328,0F8N2Q-E
2151449,285521077,05LJ54-E
2151716,138590342,0F3JW6-E
2151931,135798590,0G67CL-E
2151951,62343229,05GFZB-E
2152161,286210725,0F37S5-E
2152373,285525418,07QCJW-E
2152526,138215946,05LD0C-E
2152753,137926645,0F50KY-E
2152902,137799163,0F67Q1-E
2152905,286337614,0F648P-E
2152945,286835287,0F67MP-E
2153165,137742767,0DDXGS-E
2153379,286337817,0F648P-E
2153419,285362761,0F2CRG-E
2153425,138739799,09397T-E
2153644,137933435,0F2CQX-E
2153865,137749383,05GFZB-E
2154086,286835283,0CHT0Z-E
2154091,286337582,0F63KB-E
2154092,138039089,0B04G2-E
2154106,292921689,07S1PK-E
2154294,285525719,0D9WY0-E
2154519,285976554,0F5X3X-E
2154684,58697469,0056PJ-E
2154734,137832274,05TD9F-E
2154784,285992608,000P03-E
2155031,61187850,0958Y8-E
2155264,286332610,0F37S5-E
2155408,138663204,0F2YFF-E
2155581,138564369,0H4N1G-E
2155583,285935698,07QRS5-E
2155800,286112923,083KQ7-E
2156021,284914561,003C39-E
2156264,284986235,000P03-E
2156440,286337598,07QT47-E
2156491,62328697,006FK4-E
2156724,286120114,07J369-E
2156865,285900764,06GYTH-E
2157113,138056280,07WMRT-E
2157163,286338468,0F8X46-E
2157164,286240460,06GM8K-E
2157390,285526917,061L3V-E
2157440,273190503,002HLF-E
2157491,286102544,0F63J0-E
2157493,138578178,07XFNN-E
2157710,138582853,07VBQX-E
2157924,138591326,0032V1-E
2158176,59168869,05PJMK-E
2158189,319456233,07RCNY-E
2158239,285362754,0F37KC-E
2158461,286976743,09PWXB-E
2158689,139372326,0F2ZQ7-E
2158900,62350240,0C93N2-E
2159195,286338081,08GNK1-E
2159376,286338273,05FSYH-E
2159593,284965580,05GGNP-E
2159840,286385890,00F3QN-E
2160063,138712955,0F3JNJ-E
2160067,286884609,05TD9F-E
2160306,285526835,0F5W10-E
2160424,61207268,07RCNY-E
2160474,138063439,05TD9F-E
2160524,286334885,09G9PK-E
2160753,286438885,0BPYK2-E
2160891,286397402,081WPN-E
2160941,285978776,0F50N2-E
2160956,137884547,006FK4-E
2161189,285515007,07ZTTW-E
2161239,138950051,0DD207-E
2161360,285527043,0F3KGY-E
2161361,285003591,00GPCZ-E
2161411,285527559,07R7FH-E
2161626,286830490,07VRVV-E
2161833,286861978,07QTL4-E
2162054,285357490,07WC3Y-E
2162271,286741072,002ZHX-E
2162486,59236523,0F4FSK-E
2162739,61442343,0F2YFR-E
2162789,61371941,0F502D-E
2162862,285003647,0F67P4-E
2163026,286188079,07ZFRJ-E
2163280,285520717,0625LL-E
2163330,284998515,06MT8V-E
2163380,285357470,0F4FP6-E
2163598,138736123,07VNHL-E
2163836,61080204,07RSSJ-E
2163839,286337763,0F63GR-E
2163842,286234522,06GP8N-E
2163892,286952830,07XLQR-E
2164099,284941198,0DKM0K-E
2164314,286446807,0F7WTK-E
2164316,137850458,0DK16F-E
2164476,286742129,0F648P-E
2164516,286893347,0CB645-E
2164719,285022832,07VR6X-E
2164724,286439447,080PX8-E
2164728,138949282,07TJ7Q-E
2164729,61164039,0D114X-E
2164950,285002806,000P03-E
2165126,286892305,07VSVG-E
2165299,285357489,07R7NC-E
2165302,285009417,0F6967-E
2165376,137758398,0F2YH7-E
2165529,286892280,0869X5-E
2165796,138209062,0F7LZY-E
2165799,285526968,0F50LC-E
2165978,275443096,0F7MZP-E
2166154,286332756,0C49MS-E
2166281,137908221,083ZWW-E
2166331,154709046,06QLPV-E
2166631,299295680,07QT4L-E
2166635,61043686,0C3998-E
2166874,285520716,07R7FH-E
2166924,286429035,07ZKZ4-E
2166925,50552970,09397T-E
2167143,144022841,087STS-E
2167400,138658625,0B08M9-E
2167588,286334887,0F2Y3C-E
2167763,138586665,07LVPP-E
2167813,286762212,000P03-E
2167989,286396655,07RLPK-E
2168216,285363707,07RMLF-E
2168419,286883599,0BL9N0-E
2168426,327919256,0DGLM5-E
2168427,286212710,07FYK3-E
2168555,286728442,07RF64-E
2168791,286240463,05PKNW-E
2168793,286830675,05PLN9-E
2168825,59768697,0DDKSP-E
2168826,286385251,08GDJD-E
2168896,285525194,0F4FMN-E
2169111,286733975,0F63J0-E
2169113,138730087,084SRD-E
2169163,286780994,0D9WY0-E
2169173,156251532,00BFSF-E
2169223,285946455,07VW0K-E
2169273,137803364,0F4HW3-E
2169507,286728431,0F37T1-E
2169508,286396782,0DQFP4-E
2169731,285018892,0F2YFB-E
2169736,286735044,0F64DH-E
2169758,285526953,006HPZ-E
2169972,295450429,07R8GX-E
2170183,285002794,07W536-E
2170398,285516740,0F647T-E
2170399,285006562,0BBJ4W-E
2170632,137846651,07XHWZ-E
2170642,326514011,085GK6-E
2170693,286443252,0F37S4-E
2170847,285357417,0F37RC-E
2170848,286348445,0D9WY0-E
2171104,286338189,0F50LD-E
2171110,285516839,0F4HYH-E
2171239,286739981,0F50MD-E
2171240,286348418,06F2CD-E
2171241,286892268,0F8X45-E
2171242,286893324,07VQFB-E
2171292,285514831,0C55WG-E
2171294,286248204,08369P-E
2171296,62334162,0F63KB-E
2171297,137989786,0CWV1M-E
2171299,138225937,0F2Y6F-E
2171301,285003470,0CM6GQ-E
2171351,286840400,07PC80-E
2171570,285919567,05TD9F-E
2171620,286397474,07ND72-E
2171884,285939436,0861BS-E
2172114,286286404,05TD9F-E
2172164,147698617,0F49WN-E
2172414,285006889,0F2YFL-E
2172446,285520568,07QT47-E
2172496,286112935,07VM0H-E
2172607,304133155,0F4Q0Q-E
2172703,286337715,0F8X42-E
2172704,285512581,0F63K4-E
2172705,286884959,09Y45X-E
2172885,286449115,003Q12-E
2173126,138077455,07XCRZ-E
2173296,137896075,0F6TQT-E
2173310,138226738,09397T-E
2173532,61127118,087NH3-E
2173533,284953366,0F2YHJ-E
2173535,282081549,07GXPX-E
2173753,286240245,0F8X46-E
2173754,286337616,0F6499-E
2173768,284986172,099NSP-E
2173951,285527174,0F2ZRC-E
2173991,284954220,000P03-E
2174167,138591963,0D96GV-E
2174180,286440052,07LVPP-E
2174230,292922715,0F3JM6-E
2174469,61113540,0DH1QT-E
2174472,286440986,0F2YFR-E
2174522,61150926,0F502D-E
2174677,138722221,07W8R1-E
2174681,285976555,08TVJR-E
2174843,286288413,07LVPP-E
2174893,286097466,0F64CR-E
2174896,286337704,05GGNP-E
2175111,285002563,06NBF3-E
2175288,137909666,080FQY-E
2175506,305784800,05YSM2-E
2175764,304149258,08T5PM-E
2175990,286737651,0F5B1M-E
2176215,286112876,0D13RS-E
2176460,138070540,0DH7ZL-E
2176461,286805380,07VL12-E
2176511,138079163,0F67Q1-E
2176561,286883550,0F63J0-E
2176563,137897160,0F3KH1-E
2176819,138684465,075K0C-E
2177031,285003815,07VVSW-E
2177219,286097454,0F8YK0-E
2177226,138720281,05GGNP-E
2177445,138576762,09K2GK-E
2177524,286280509,0F50MC-E
2177525,286337589,0F4PV4-E
2177528,286347340,0F37S4-E
2177761,285357425,0885W0-E
2177923,138015385,08408X-E
2177993,285520737,0F64CR-E
2177996,285978312,05LD0C-E
2178201,61371329,09397T-E
2178414,62343274,006FK4-E
2178647,286338334,0D94B8-E
2178796,286334508,0D9PXR-E
2178846,46775348,0F2YFR-E
2178896,285358745,0DPCQH-E
2179127,286272917,06MT8V-E
2179177,137751211,0F6TSV-E
2179325,285526910,0F4FMN-E
2179554,285526244,0F2ZW1-E
2179782,61168911,0F5X3C-E
2180032,286102622,0F4PVN-E
2180033,286828686,0F4FP6-E
2180262,286338204,0F27VR-E
2180505,285020675,000P03-E
2180681,138241369,0F7M3W-E
2180765,286286673,08TKYM-E
2181003,286896116,09LP83-E
2181216,299159065,08WJBJ-E
2181453,286337699,0F639Z-E
2181629,286283763,083KD0-E
2181630,286283554,0F2Y73-E
2181871,286287889,04G66C-E
2182123,286743193,0863LG-E
2182366,286889131,07XH9X-E
2182617,286257341,0BJG0L-E
2182843,304605589,0D9K5K-E
2183101,284993482,0CJCNM-E
2183253,286220264,07VNHL-E
2183498,325337829,0F5X3W-E
2183742,144028429,07W9DP-E
2183974,294398015,07VNHL-E
2184024,286337807,06GYTH-E
2184276,286234638,05L3DR-E
2184524,285855194,0CVYMS-E
2184712,59167930,08349C-E
2184763,138569006,07PPC5-E
2184884,285900779,0F8X42-E
2184916,138704839,07QRMW-E
2185154,285526017,07TRNV-E
2185399,138569096,0BQ09D-E
2185582,138668574,05LJ0F-E
2185833,285513108,085JZN-E
2185986,286890174,05TD9F-E
2186036,61197228,05H03C-E
2186256,138606165,0F64DW-E
2186260,326207774,0F37R6-E
2186264,286830492,0D89V8-E
2186478,285516773,0CPM6Q-E
2186521,285526088,05WQ7L-E
2186742,286338430,0F648P-E
2186782,286102542,07VQFB-E
2186784,286863638,05TD9F-E
2187027,286808873,000P03-E
2187203,139275553,07XJDT-E
2187205,285525344,0F50LC-E
2187384,286332581,0F37T1-E
2187385,285526452,07XG4D-E
2187593,61190023,07QC7P-E
2187602,286097485,07XCQZ-E
2187821,61192565,0DJ1HX-E
2187824,286338098,07VL12-E
2188051,286359015,0F63GF-E
2188060,286832086,0F4FMN-E
2188268,286440998,06MT8V-E
2188318,273190931,002NDX-E
2188354,61207733,05TD9F-E
2188404,138583227,07WMRT-E
2188454,286729892,007DH1-E
2188645,286738752,0F64DW-E
2188649,138020305,0F7LZK-E
2188911,138692448,0F648P-E
2189089,286831873,0F4J6Y-E
2189207,286861259,0F63J0-E
2189209,90916459,006FK4-E
2189442,286861797,000P03-E
2189618,137841939,05TD9F-E
2189668,285525217,07VNHL-E
2189718,285525227,0F50LC-E
2189897,285358756,07VT5J-E
2190018,137845975,0F50N8-E
2190021,61398265,087688-E
2190214,285516329,09M8KB-E
2190244,284987179,000P03-E
2190420,285002967,08W7G8-E
2190624,61181760,07YVN8-E
2190796,284993751,0F8XW3-E
2190797,286728450,0F37TB-E
2191043,285513096,0F64CR-E
2191046,292921589,07G7RQ-E
2191268,286838026,05TD9F-E
2191484,285358814,0F3JNJ-E
2191635,292921714,0F67L6-E
2191881,285527786,07TNM9-E
2191912,286738712,0F63H3-E
2192127,138078718,000P03-E
2192350,138705142,0F37KC-E
2192400,285516734,0F4PW1-E
2192404,286338553,0F2ZQX-E
2192405,284959331,09VFGS-E
2192641,284986167,000P03-E
2192817,284953399,006FK4-E
2193060,327886233,07RG30-E
2193061,139370592,06026K-E
