,vendor_id,b_entity_id
5522179,144024495,0D91YS-E
5522309,301472269,00635B-E
5522372,55244680,00308T-E
5522599,20706707,00308T-E
5522859,144434071,0D91YS-E
5522989,26532361,0D91YS-E
5523212,23754811,05VYFK-E
5523458,24198615,0H3NH0-E
5523707,21303919,07PMK5-E
5523970,49769159,089T49-E
5524195,143320006,07XCVQ-E
5524245,139027936,085JW7-E
5524511,52807744,085JW7-E
5524756,269253134,08V37J-E
5525005,294389755,0CLSHS-E
5525266,21342413,0GCBLL-E
5525501,295884341,06K5PV-E
5525611,299638056,06K5PV-E
5525899,306272360,06K5PV-E
5526009,278831554,06K5PV-E
5526119,29528171,06K5PV-E
5526229,19434122,06K5PV-E
5526339,26242671,06K5PV-E
5526460,59635057,06K5PV-E
5526570,288468930,06K5PV-E
5526683,285114345,06K5PV-E
5526684,51387384,06K5PV-E
5526794,27608591,06K5PV-E
5526906,139171749,06K5PV-E
5527018,18956028,06K5PV-E
5527128,21095729,06K5PV-E
5527238,36385063,06K5PV-E
5527358,61859605,06K5PV-E
5527468,296141863,06K5PV-E
5527470,27831373,06V8TN-E
5527767,26256127,086PMZ-E
5528006,281196278,093D3R-E
5528233,21629042,07VV73-E
5528465,55892022,064T4B-E
5528724,19888452,086PMZ-E
5528739,49857846,083BQ9-E
5528989,46060241,06V8TN-E
5529167,49213200,06FLYS-E
5529175,178620881,006NN8-E
5529427,90395929,09LKG5-E
5529694,27724962,0789QV-E
5529956,306642353,008ZL6-E
5530209,49910729,07T7KW-E
5530481,47476618,08QL1P-E
5530712,23390306,0F67P4-E
5530978,137382006,0C3991-E
5530980,136364168,0C399B-E
5530984,315202105,088B1B-E
5531214,22874242,07T86Z-E
5531215,137384653,0CD5YT-E
5531255,21694406,07RK7G-E
5531256,138996274,07T86Z-E
5531369,321342299,0032DK-E
5531624,21987529,0GRHVQ-E
5531857,26203944,000P03-E
5532099,146971121,0F2ZS5-E
5532328,137338293,0F2ZS5-E
5532557,57280315,07TRL1-E
5532857,38951702,07XHRJ-E
5533080,156265611,07PB7G-E
5533081,22002773,05PFQX-E
5533394,156296105,09ZSB8-E
5533616,22944006,05LHXZ-E
5533845,170636491,07RKZV-E
5533856,290902556,06K8HX-E
5534103,178660416,05LJ6M-E
5534104,289621311,0DL12V-E
5534344,26275208,089K9D-E
5534630,51507356,089K9D-E
5534880,49519305,0D4WWT-E
5534881,25807309,089K9D-E
5535028,20609649,082BG4-E
5535221,22835855,05PKYQ-E
5535472,18908231,089K9D-E
5535754,144620307,089K9D-E
5535794,288875510,0G5ZSV-E
5536023,21868721,07XN7T-E
5536279,288468940,089K9D-E
5536390,197021384,064W55-E
5536509,19383960,089K9D-E
5536734,197014906,07XCT7-E
5537010,197016841,0FT6NR-E
5537228,21941304,00D75J-E
5537329,51812703,089K9D-E
5537458,29424916,089K9D-E
5537737,289006207,0G5ZSV-E
5538020,295179777,0G5ZSV-E
5538250,53611616,089K9D-E
5538492,156207288,089K9D-E
5538760,55240899,089K9D-E
5538980,293777733,0G5ZSV-E
5539210,49876602,075LBT-E
5539446,156243576,089K9D-E
5539732,156201465,089K9D-E
5539953,49910560,0DQYMN-E
5539959,32616376,089K9D-E
5540111,276514497,0DQYMN-E
5540117,313308888,089K9D-E
5540391,49851066,00GHJQ-E
5540630,20581661,00GHJQ-E
5540639,49874357,05PL24-E
5540856,55246776,00D75J-E
5540965,156201914,07V596-E
5541100,63217115,07PW9K-E
5541324,49910725,0D31JW-E
5541548,49910637,05PHNJ-E
5541784,49874521,083Y62-E
5542004,21628765,082BG4-E
5542142,156354792,09PGFR-E
5542387,21821928,0BNP2N-E
5542670,63206040,0015YS-E
5542912,46928646,0031R3-E
5543074,54239598,0883R0-E
5543197,61181223,00GHJQ-E
5543198,21644766,05PJ8R-E
5543513,21769103,07VSWK-E
5543788,27660322,0HPRGT-E
5544017,315168643,0B979B-E
5544292,52360398,08S1L6-E
5544532,46815752,08S1L6-E
5544774,23316912,0BP43P-E
5545002,19885700,05F925-E
5545277,292353768,05PZH9-E
5545514,175311190,003XVF-E
5545776,26674073,07DJ6N-E
5546069,25383391,09V2LQ-E
5546310,19281512,09K2YG-E
5546549,58696156,09K2YG-E
5546803,21892859,003RKP-E
5547100,55242028,06KCGB-E
5547361,21625555,0095F4-E
5547605,178478040,05LHY4-E
5547856,49857319,075XLG-E
5548110,49918710,009QSL-E
5548339,54920561,009QSL-E
5548476,156240922,08WY67-E
5548758,49681679,00DNYX-E
5548892,156308850,07V3ZB-E
5549141,156332514,00D680-E
5549394,146572581,08WY67-E
5549514,276926279,0DHHX9-E
5549754,203689375,05GFZB-E
5550003,156291075,003RKP-E
5550169,156328619,009L2Q-E
5550427,319751365,07DJ6N-E
5550705,139339461,0GTP5P-E
5550706,27625598,06LKNY-E
5550958,22737547,07VSC7-E
5551184,156297522,0F4JGM-E
5551450,21994796,0DHBZV-E
5551697,145970256,07W946-E
5551698,22965833,0HL4V6-E
5551986,22067769,07W946-E
5551987,57478947,007Q2G-E
5552246,27646217,003R41-E
5552463,27653061,003R41-E
5552708,174102454,07VPPC-E
5552826,52213172,07W946-E
5552827,52155555,07W946-E
5552828,49774507,0839DP-E
5553050,156178373,008ZJM-E
5553297,156364670,07VST5-E
5553349,135423776,07XDRK-E
5553566,175341485,07XDRK-E
5553811,49000403,07QF46-E
5554069,90943181,008YFS-E
5554369,57338518,0D67L1-E
5554591,140366144,08TY1H-E
5554856,52767145,08TY1H-E
5555120,56453087,060FRK-E
5555346,49872949,00193K-E
5555588,51709798,00193K-E
5555830,51709201,00179P-E
5556070,49861141,000P03-E
5556289,311069535,00179P-E
5556521,53107453,05LHXZ-E
5556769,49774266,00DMP2-E
5557001,307383520,09ZD8V-E
5557225,204388210,085FSZ-E
5557486,29038715,0DNW0S-E
5557709,273343991,078SBJ-E
5558012,273349793,07ND3Y-E
5558254,25136227,07XF4B-E
5558436,52173674,0F4Q3M-E
5558681,58376716,00F37X-E
5558897,26804916,07VPND-E
5559184,33820028,07XG9G-E
5559463,49853338,005RHN-E
5559781,33505609,06X58D-E
5559913,156305321,005RHN-E
5560154,311969936,00FWWV-E
5560298,57204295,0F63GM-E
5560542,21625576,083Z11-E
5560783,323630969,0F9SD5-E
5561081,21780572,0861JZ-E
5561362,156195893,00D1ZG-E
5561605,27917254,003KP3-E
5561845,49806208,05L2FF-E
5562070,156309206,0BGKSS-E
5562191,156242282,008ZJM-E
5562439,35181076,09L9QX-E
5562657,314585003,07W1RX-E
5562817,27790017,00D17X-E
5563049,313999150,07R7SK-E
5563162,25511816,0043JQ-E
5563397,46776057,05PFY9-E
5563636,57286102,07VKLN-E
5563642,46918440,0D9LVN-E
5563681,35514652,06FQ44-E
5563974,139897361,0D4RZ6-E
5564207,57411398,07VN82-E
5564448,139518972,000P49-E
5564676,44751434,061VCX-E
5564912,52142505,061VCX-E
5565148,47747393,0D85LM-E
5565259,195096296,004G09-E
5565486,25797335,083LC8-E
5565742,30631473,0C85GR-E
5565971,176044917,06PC83-E
5566265,195258930,0677QM-E
5566512,27598039,0B64DV-E
5566795,26633263,07W99C-E
5566816,310383111,0G5ZSV-E
5567102,19890366,07ZKX7-E
5567396,49766721,00GNWT-E
5567397,49766721,00GNWT-E
5567661,156337052,00GNWT-E
5567662,156337052,00GNWT-E
5567931,36331492,085MVZ-E
5568062,19886075,003DMF-E
5568329,21983962,0DGRJK-E
5568551,56015772,0DGRJK-E
5568772,52151367,0DGRJK-E
5569034,309022790,07W9DP-E
5569326,318113388,0DNWXQ-E
5569561,22950115,0806Z7-E
5569850,49881102,07W9DP-E
5570086,57277440,008NSJ-E
5570343,156178145,0D1G10-E
5570564,19481367,05PKZH-E
5570814,58091139,00DRJQ-E
5571098,19064218,005M3Q-E
5571328,19327509,06VPV3-E
5571560,21776495,006VG4-E
5571561,21776495,006VG4-E
5571806,279136802,0F440K-E
5572046,195521252,083J1G-E
5572271,19077903,006VG4-E
5572272,19077903,006VG4-E
5572491,20883046,0021D7-E
5572545,21111192,006VG4-E
5572546,21111192,006VG4-E
5572605,52666879,06J3RX-E
5572606,52666879,06J3RX-E
5572739,21627959,064Y9C-E
5572740,39074709,05TD9F-E
5572985,53776807,0CK0B1-E
5572986,319490229,06RTFS-E
5573240,195846713,0CK0B1-E
5573410,195708585,0CK0B1-E
5573636,152967419,0CK0B1-E
5573653,56802011,0CK0B1-E
5573670,19246773,07W99C-E
5573691,173244393,005M3W-E
5573694,303169742,06P83H-E
5573946,27335421,0CK0B1-E
5573997,49665001,0CK0B1-E
5574014,51784535,06KCGB-E
5574269,142843211,0DJBYN-E
5574270,156354121,0BLXRT-E
5574420,288468929,064W3D-E
5574424,51492513,08JKPJ-E
5574659,195061573,064W3D-E
5574793,299934061,064W3D-E
5574924,316747113,08WNK2-E
5575158,27743443,07W69K-E
5575416,35277804,064W3D-E
5575418,34577931,083Y6R-E
5575425,51878222,064W3D-E
5575559,156332952,083Y6R-E
5575801,25816521,064W3D-E
5575802,58037280,05PG3Z-E
5576061,142901012,0H6FMG-E
5576103,62575885,089JTW-E
5576364,288468933,06KCGB-E
5576615,283778344,000VSV-E
5576616,283778344,000VSV-E
5576617,283778344,000VSV-E
5576618,283778344,000VSV-E
5576619,283778344,000VSV-E
5576849,19236463,0C69SN-E
5576982,55062176,06KCGB-E
5577302,49863587,0C69SN-E
5577415,156221528,06KCGB-E
5577681,143311630,0G7KS6-E
5577688,31684091,00FHQL-E
5577907,46876350,0G7KS6-E
5577914,310309893,0DPX95-E
5578140,174795294,0H5QQ8-E
5578152,178621916,083T4Y-E
5578357,178885961,06CHWT-E
5578567,28044439,05PDL7-E
5578805,149191648,0605MD-E
5578920,24545047,0060WY-E
5579159,28297207,085R58-E
5579378,23075051,07QDKJ-E
5579673,54885620,0647J8-E
5579963,21760103,07QSZC-E
5580179,21627379,0605MD-E
5580294,49682473,07QDKJ-E
5580598,46805477,07VCSD-E
5580709,58924249,07QTQ6-E
5580870,49762701,07VCSD-E
5580981,46807263,080QDT-E
5581183,46961750,080QDT-E
5581436,285530990,07VCSD-E
5581547,156350786,07XJZ0-E
5581650,279903832,0B589F-E
5581651,174908831,070QZ4-E
5581944,23219975,070QZ4-E
5581991,31482317,0F2ZSH-E
5582003,22999446,04CDFP-E
5582255,22774109,05PDT0-E
5582535,30524985,0BL7BM-E
5582773,21982176,070QZ4-E
5582774,49811226,07XJDS-E
5583020,57082240,05LJ4P-E
5583311,156247015,07R8XL-E
5583566,49890123,07QRWN-E
5583568,293985049,07QRWN-E
5583570,156219386,0F67M5-E
5583802,156274471,09T3MN-E
5583803,61176681,09VFHY-E
5584033,24604926,05PK6N-E
5584279,21716575,07W527-E
5584519,140464417,086976-E
5584664,169051244,08652P-E
5584681,156347045,09LL2P-E
5584976,311464384,00D67Z-E
5585195,305514447,09M8KJ-E
5585408,23651377,007DH1-E
5585655,156237190,05PKR5-E
5585656,57281709,074S91-E
5585707,46582319,0885C1-E
5585907,24677573,0FSB57-E
5586143,46777017,063ZXW-E
5586199,178677654,05PKJB-E
5586452,40080438,0885C1-E
5586653,61389342,083M85-E
5586879,281625630,089T9S-E
5586885,41230143,000P2H-E
5586887,52148308,05LHKF-E
5586888,55923610,05LHKF-E
5586889,59201392,0CR9QS-E
5587126,26396017,000P2H-E
5587127,49909840,0G69G9-E
5587243,137477168,07PBQK-E
5587434,49265136,000P2H-E
5587435,23394528,0FTKK2-E
5587688,23396951,0FTKK2-E
5587943,314494012,061877-E
5588003,315014931,061877-E
5588063,50434131,061877-E
5588082,137207973,061877-E
5588241,178755823,06KCGB-E
5588469,27613693,001W21-E
5588704,22011017,07DHYR-E
5588938,52175220,07DHYR-E
5589237,305747140,0DFLG8-E
5589246,140206041,07DHYR-E
5589491,156260121,05THHB-E
5589501,156331518,0F67L7-E
5589768,49769093,0CPP15-E
5590018,156230867,000P03-E
5590288,156282210,085HTB-E
5590531,49963820,0785KZ-E
5590768,49954831,0883KG-E
5590969,49968058,069Q2B-E
5591197,27525817,085743-E
5591213,156270122,008XX4-E
5591369,299628414,080LCP-E
5591523,31733253,0863JT-E
5591780,295829089,05PLWS-E
5591831,311644099,07BN6N-E
5592067,301711428,008XX4-E
5592198,23194671,0DW4GB-E
5592434,300379582,0950SW-E
5592750,54886525,0D9VT1-E
5593047,22667959,0GGSY9-E
5593328,196766268,080QDZ-E
5593550,137229905,0043JQ-E
5593767,49879828,0GGSY9-E
5593881,46809111,0D9VT1-E
5594107,29876376,0DN1SZ-E
5594337,49260935,007KXT-E
5594401,49877379,06790P-E
5594628,156211298,064QV6-E
5594905,156187560,0CDR2T-E
5595223,63211860,0F4FQN-E
5595466,156235445,0CVTFF-E
5595696,281628211,00GP99-E
5595825,51399956,07QTHD-E
5596090,274600584,0H0KG2-E
5596240,151370044,0CJVQW-E
5596241,22957915,07W574-E
5596556,22009091,06FH5L-E
5596799,285477275,05G4TQ-E
5597060,156290475,08D364-E
5597320,156180420,05VD2W-E
5597542,63218951,0B8J7X-E
5597790,44724065,0F37T4-E
5598030,52147542,0F37T4-E
5598295,175274796,07XH9Z-E
5598570,19889319,07PF3S-E
5598834,26567572,06NZGJ-E
5599054,57550038,05PJWF-E
5599104,55883979,064V80-E
5599377,49856000,07XLX2-E
5599628,156245177,07T7MH-E
5599844,27618768,00F61V-E
5600102,195545728,06FL09-E
5600331,49880868,07VGYT-E
5600584,35496174,0F2Y75-E
5600813,146903505,087H5J-E
5600818,19886417,0B7ZWG-E
5601060,274359440,07GGDJ-E
5601188,27594557,07XJ3H-E
5601467,49514514,07XJQD-E
5601476,52170714,07XJQD-E
5601477,49852535,07P9PT-E
5601740,53530085,07VNHL-E
5601974,285066759,07S1PK-E
5602198,57645846,07W9C0-E
5602248,49265406,0738SM-E
5602301,314834237,07THK9-E
5602530,25787515,004LSR-E
5602551,195496928,004LSR-E
5602577,48423457,004LSR-E
5602818,178512815,0CDYTS-E
5603082,324891657,0GVC1K-E
5603299,23942033,07W9Q3-E
5603350,20356362,07XHGJ-E
5603365,55949038,07XHGJ-E
5603380,142816594,09RF7J-E
5603401,156344585,07QBFC-E
5603515,52141993,07XH0S-E
5603516,53237292,07XH0S-E
5603649,58523333,07XHGJ-E
5603650,56496602,07XHGJ-E
5603651,156236134,07R8GH-E
5603789,19926726,003C39-E
5604051,47744986,07XHGJ-E
5604054,22986669,0CS38R-E
5604301,49885858,0CS38R-E
5604569,19140475,07XDB5-E
5604793,62775503,0DCGCW-E
5605044,24136403,0G3M4M-E
5605209,319269723,0B192H-E
5605442,52160312,008RZ8-E
5605494,22175156,0BHJQW-E
5605716,21985822,07XL3T-E
5605973,19707504,0F50J8-E
5606218,197622094,0012VY-E
5606511,156276265,0HMHV2-E
5606762,59022890,06VN4Y-E
5607002,49810173,0D407Z-E
5607118,156305920,0HB1CN-E
5607348,57281541,008RZ8-E
5607400,57278722,07XL3T-E
5607692,49769175,0GJLHH-E
5607862,52142014,002J7B-E
5608087,277026876,0D407Z-E
5608203,21793069,07PWCR-E
5608439,60799687,060FH7-E
5608685,21706840,00635X-E
5608901,62581107,07N1C8-E
5609136,293257939,0F4FFS-E
5609390,156330329,0DJ3GS-E
5609644,52166097,0DJ3GS-E
5609898,154033724,0DT7W9-E
5610139,149585649,0DT7W9-E
5610307,19883489,0DT7W9-E
5610427,19885512,0BGKMF-E
5610644,178387094,05PJFR-E
5610870,195962916,0CJZM3-E
5610871,22013204,07W527-E
5611088,149698545,0CJZM3-E
5611089,275553945,00DY58-E
5611338,26597165,0CJZM3-E
5611560,19532910,083LC8-E
5611799,307416412,0CJZM3-E
5612053,298077557,07W99C-E
5612105,21622737,06WY4W-E
5612348,46780767,0861PF-E
5612572,20104440,0CJZM3-E
5612798,139655117,0CJZM3-E
5613015,145072049,0861PF-E
5613246,156293330,0029S6-E
5613468,49914469,0DHHMF-E
5613698,156283422,0F4FP6-E
5613955,49870193,05PGLQ-E
5614189,29898481,0F4HY5-E
5614422,52137092,0F4HY5-E
5614655,156354389,05PGLQ-E
5614913,179327961,005M3Q-E
5615195,46810862,05TD9F-E
5615439,19890061,00D680-E
5615674,90969762,008ZJM-E
5615928,35776567,00G8XW-E
5616199,298186550,07N14J-E
5616466,22041210,0BHJLB-E
5616751,307530383,05LHX2-E
5616975,24447726,083W0F-E
5617211,49968440,0F4FG6-E
5617452,49953796,0F4HXL-E
5617699,49968452,0F5LSM-E
5617988,63218704,087DLM-E
5618211,30492402,05PH92-E
5618484,177254670,0DBDVF-E
5618706,27534748,0836KK-E
5618836,27754909,06W6WY-E
5618837,27634029,05F8LB-E
5619083,21735364,0D0G2L-E
5619301,179236301,05LHYD-E
5619302,156363114,06JKZY-E
5619434,177443955,09PZG4-E
5619700,156220009,0036GK-E
5619757,156316084,07XCRL-E
5620019,142852687,05PLR5-E
5620069,142828966,08D20T-E
5620324,176051065,0DPK8Q-E
5620565,310952964,0BP0JL-E
5620800,156335988,083GRD-E
5621065,30500507,07R8YP-E
5621347,137379588,08651Q-E
5621348,314568529,0C336N-E
5621587,156191110,07ZX5F-E
5621817,63223352,05PFMW-E
5622056,22947086,07XQNY-E
5622297,47805973,0FCFTH-E
5622529,45930269,080K3N-E
5622837,196344377,0885JF-E
5623093,156367179,07292W-E
5623094,156367179,07292W-E
5623095,156367179,07292W-E
5623096,179435571,07V262-E
5623320,90998540,0F2CQH-E
5623573,62490986,083J0Q-E
5623796,195434361,064QBB-E
5624068,137455528,05J6QK-E
5624069,49878616,0D9YKJ-E
5624071,149078253,064QBB-E
5624323,51827438,064QBB-E
5624343,21934833,0DJ3ML-E
5624585,146020901,0HPZV5-E
5624819,49553079,0883R0-E
5625058,323507317,05PJYJ-E
5625277,195432947,064QBB-E
5625551,260933899,05J6QK-E
5625552,56326082,0D9YKJ-E
5625696,90973480,063Y5K-E
5625852,39670696,05PFPF-E
5625904,46777176,06J48Y-E
5626119,49849271,0C8Y0S-E
5626350,55362952,067P8R-E
5626373,52151905,0BTCKR-E
5626585,32969385,0BTCKR-E
5626825,137923854,0F4FGP-E
5627042,61242470,07TS5J-E
5627177,326895409,05LJDV-E
5627405,326882443,05LJDV-E
5627629,24410942,09CD7J-E
5627870,280250963,07VNHL-E
5628107,35941537,00705Q-E
5628342,200399118,0021Y3-E
5628544,23871283,0017Q7-E
5628760,50054269,06PL6C-E
5628998,28042106,04GZGL-E
5629246,50053240,07TKMW-E
5629524,19884844,0DBQPN-E
5629827,295031595,088PKM-E
5630050,25893924,07XJK7-E
5630301,35573974,0DW2NB-E
5630524,55472366,07ZGBM-E
5630743,52176940,06YB2M-E
5630744,49910794,07TKMW-E
5630986,156249028,07XKWL-E
5631200,136482756,06PL6C-E
5631483,32937206,07TKFH-E
5631724,52167869,07TKFH-E
5631965,156199779,0082F9-E
5632193,156294713,05GGNP-E
5632412,49767391,086C9K-E
5632658,36435750,000P03-E
5632900,156310466,079MYV-E
5633139,156301383,07LZ9G-E
5633400,63205446,0C4C6N-E
5633693,40928627,0D0XQC-E
5633984,63215173,0FBQK9-E
5634257,156218955,0F6VLN-E
5634512,61402349,06YB2M-E
5634680,55244640,07VC4B-E
5634998,23119209,07VC4B-E
5635216,25752701,00D1ZG-E
5635503,154293506,09M7KR-E
5635776,30538707,07V3MR-E
5636004,49851029,07XGJV-E
5636009,326141883,07JVYY-E
5636281,22962130,0B3VX6-E
5636559,175214070,000P03-E
5636786,22987044,07ZL8T-E
5637027,178968973,04BBQH-E
5637269,156339431,09Y73Z-E
5637539,315222373,07PB5V-E
5637589,44561006,074L8K-E
5637858,49223468,05TCZN-E
5638157,156308593,05WMC8-E
5638406,46780542,0D7SVS-E
5638565,156314836,0D7SVS-E
5638848,178850786,05GDGJ-E
5638901,156260026,06VYY5-E
5639100,22680636,05PDQ6-E
5639341,31985244,0GT54Z-E
5639604,51948346,09V2N0-E
5639840,19747053,080FT5-E
5640084,53730131,0DHJ9D-E
5640085,52148781,0DHJ9D-E
5640086,21923496,07TYVR-E
5640354,48099373,0BNHD3-E
5640627,19890075,07TYVR-E
5640894,49760143,0026VQ-E
5641122,138954324,07XLQ3-E
5641236,156285232,09R6DJ-E
5641237,156285232,09R6DJ-E
5641481,57491287,07XKQX-E
5641482,175126988,06RSJ1-E
5641731,311645316,009K1L-E
5642053,149516524,00D3LZ-E
5642359,302387395,000P7C-E
5642580,21746054,0GQCTL-E
5642840,58254208,07VW36-E
5642890,49885956,07WB2G-E
5643017,21700620,07RKVR-E
5643023,22592547,07WB2G-E
5643143,295495210,05J4CZ-E
5643144,295495210,05J4CZ-E
5643263,174644176,06P491-E
5643483,20658602,07WB2G-E
5643610,55245890,07RKVR-E
5643616,156338909,073270-E
5643834,33731722,05L320-E
5644083,49262833,07RKVR-E
5644084,21668386,0F4HY5-E
5644323,199646742,0CLBQG-E
5644538,199646740,0HM24V-E
5644793,320860857,0D5BW1-E
5645012,281082694,0734C1-E
5645272,281112650,09SKYY-E
5645509,27787796,05PHYM-E
5645765,323536414,0839PJ-E
5645924,33353910,05PHYM-E
5646164,24004369,08885G-E
5646342,315323091,08885G-E
5646535,315324964,05PKJL-E
5646797,267185650,000P2J-E
5647027,290649793,07W527-E
5647279,196344435,0DQ0KG-E
5647532,58961585,07M9H1-E
5647806,22347516,0876F3-E
5648032,49872331,07XD16-E
5648284,37019172,05PJQ6-E
5648506,49812641,07M9H1-E
5648803,35272536,07M9H1-E
5649045,49765586,05NJP5-E
5649283,43871735,0F5W1H-E
5649548,52133115,0F5W1H-E
5649813,58982059,07PB8X-E
5650065,178713088,09XYM7-E
5650299,25277166,0BM4XP-E
5650516,174267943,07XCWJ-E
5650758,22038442,060VWJ-E
5650871,283778449,000VSV-E
5650872,283778449,000VSV-E
5650873,283778449,000VSV-E
5650874,283778449,000VSV-E
5650875,283778449,000VSV-E
5651125,144618553,060VWJ-E
5651257,27237068,07KKBM-E
5651497,149400602,0C2GN8-E
5651514,144410673,07KKBM-E
5651762,174264789,00GJJJ-E
5651980,153758033,0C6F8R-E
5652237,20002448,0C6F8R-E
5652402,321204138,064WB5-E
5652615,19576584,0HMWCL-E
5652855,27710372,06QSR0-E
5653099,141800484,0DM3F7-E
5653396,21972659,008ZJM-E
5653620,138937108,06VK7G-E
5653905,57333317,0C6F8R-E
5654097,19978847,060VWJ-E
5654229,136056682,07XPHB-E
5654483,304068127,064WB5-E
5654484,311951401,0BH28Y-E
5654758,22002070,06ZLNS-E
5654981,21767016,083J85-E
5655225,54546789,060VWJ-E
5655441,22951440,007WHH-E
5655689,300776660,05PMG3-E
5655923,22971439,07PBQ0-E
5656187,60700113,007WHH-E
5656440,21621145,06KPSJ-E
5656692,55240192,0C6F8R-E
5656855,47361508,09LLF1-E
5656862,18915934,09LLF1-E
5656874,51812700,07KKBM-E
5657143,30530500,09LLF1-E
5657155,51911305,0711W2-E
5657399,283778325,000VSV-E
5657400,283778325,000VSV-E
5657401,283778325,000VSV-E
5657402,283778325,000VSV-E
5657403,283778325,000VSV-E
5657648,283778324,000VSV-E
5657649,283778324,000VSV-E
5657650,283778324,000VSV-E
5657651,283778324,000VSV-E
5657652,283778324,000VSV-E
5657765,49802741,0C2GN8-E
5657782,21923153,05L2L6-E
5658032,283778447,000VSV-E
5658033,283778447,000VSV-E
5658034,283778447,000VSV-E
5658035,283778447,000VSV-E
5658036,283778447,000VSV-E
5658155,19884566,07TYWZ-E
5658270,139171696,05L2L6-E
5658383,294152378,002J7B-E
5658605,21825682,06ZLNS-E
5658827,53104900,06ZLNS-E
5659056,63207186,07LZ9G-E
5659318,56751313,09BPSY-E
5659553,283778448,000VSV-E
5659554,283778448,000VSV-E
5659555,283778448,000VSV-E
5659556,283778448,000VSV-E
5659557,283778448,000VSV-E
5659807,59416475,000VSV-E
5659808,59416475,000VSV-E
5659809,59416475,000VSV-E
5659810,59416475,000VSV-E
5659811,59416475,000VSV-E
5659928,48999719,0FZ4JK-E
5660044,138623416,06ZLNS-E
5660045,36029520,05Z30M-E
5660263,49809592,0FD3KW-E
5660489,156266832,0C9HXJ-E
5660711,61213804,05TD24-E
5660712,61213804,05TD24-E
5660854,309022797,09RXXY-E
5661110,52413016,0D9J1Z-E
5661351,49872153,05F9F9-E
5661593,21620618,06VWLM-E
5661839,49682189,005M3T-E
5662106,19457519,06RY26-E
5662109,51837396,06RY26-E
5662112,49810516,0F5BFJ-E
5662391,156220801,0F3JSD-E
5662643,156356447,07N1C8-E
5662888,26545355,07NQCH-E
5663138,21642941,0883TJ-E
5663321,50355176,0CJVW7-E
5663322,52177711,093FX7-E
5663579,38848640,075XLG-E
5663853,52149931,07XHRS-E
5663991,22995285,07TTCQ-E
5664242,311645214,0DNDSM-E
5664504,22974174,0DW852-E
5664705,308024289,085WHF-E
5664950,143810537,05GCLY-E
5665185,48090313,05PJ1V-E
5665436,22958106,07XJ6X-E
5665726,47172064,09L8F9-E
5665933,303636051,003SY6-E
5666162,156232584,09V0WZ-E
5666417,156194961,07T7ZS-E
5666530,156215772,09RF5D-E
5666659,23657441,083XR6-E
5666779,136571925,07V6Q6-E
5666793,58408170,083XR6-E
5666991,23657261,07V6Q6-E
5667271,327290263,0B4FKJ-E
5667565,22956115,0F9SDJ-E
5667811,24696657,0CPV34-E
5667812,21770197,05LHXZ-E
5668084,315178601,080QD4-E
5668250,23777725,0FZ46N-E
5668509,156349959,067J1W-E
5668512,309651870,00B8BY-E
5668825,135894437,05PKC5-E
5669050,139337978,0CPJH3-E
5669303,49968657,05V6XX-E
5669537,299141478,0BHVGN-E
5669768,313155120,05PLYB-E
5670012,52148213,07R8GX-E
5670252,49867587,07QTKL-E
5670365,156241569,000P49-E
5670621,63221773,0B0X7T-E
5670868,23007355,006ZWX-E
5671083,56162962,06Q8S6-E
5671084,56162962,06Q8S6-E
5671299,317813267,088752-E
5671524,28344330,0C8099-E
5671695,156284165,05L396-E
5671697,22651350,05L396-E
5671922,49881933,0HB2DZ-E
5672144,52135485,083SJL-E
5672403,49777621,05LJDK-E
5672531,156338853,083SJL-E
5672748,27764833,07RRTK-E
5673000,49846748,0CB2P2-E
5673231,52139597,07QRG7-E
5673483,43196398,07QRG7-E
5673735,312010814,0FB7VW-E
5673977,27625806,080NL5-E
5674217,175147294,07VQBK-E
5674443,27928436,0DK1K7-E
5674688,21784055,0806W8-E
5674689,278893834,0806W8-E
5674690,321165164,064R3G-E
5674740,39388530,064R3G-E
5674791,156338218,0837KB-E
5675030,35513994,0F7XG5-E
5675324,156231138,0F6TSV-E
5675510,63445756,05PGJK-E
5675785,19893504,00CVP0-E
5676057,20460831,0FN74T-E
5676315,62048066,05TCXR-E
5676543,21627627,05K5PM-E
5676772,282359589,0DBX39-E
5676915,25180484,08BRPM-E
5676916,30777973,0CNYR7-E
5677156,291423527,04CQBF-E
5677374,276164753,05FJZF-E
5677507,288274053,0FG3ZX-E
5677516,194188027,0GR0RD-E
5677517,139212115,0D7K0M-E
5677794,139222619,00C930-E
5678052,139221271,0BPT0Q-E
5678289,139216588,0BHHJ7-E
5678567,139219468,0D7K0M-E
5678847,139053332,0HLPKT-E
5678851,143337790,07HQMT-E
5678865,27624635,07V4KC-E
5679112,21798057,07HRZR-E
5679337,21997954,0DDF26-E
5679580,300379072,05TD9F-E
5679801,322117055,0832GW-E
5680047,27867758,0F49WV-E
5680292,312577539,085W17-E
5680584,156253418,085PCN-E
5680718,26650405,0C6JHY-E
5680965,304213015,0C6JHY-E
5681256,59611533,06VPV3-E
5681525,18915023,0GFJ3W-E
5681745,26227877,07W99C-E
5681918,45929782,06VPV3-E
5682222,53808185,0GFJ3W-E
5682228,32736860,0C6JHY-E
5682381,55081724,0C6JHY-E
5682542,287921796,093DRZ-E
5682781,195492539,072L5F-E
5683074,195673419,06VPV3-E
